,username,rating,value,boardgame_id,lang,aspect_luck,aspect_luck_label,aspect_luck_score,aspect_luck_mapped,aspect_luck_mapped2,aspect_bookkeeping,aspect_bookkeeping_label,aspect_bookkeeping_score,aspect_bookkeeping_mapped,aspect_bookkeeping_mapped2,aspect_downtime,aspect_downtime_label,aspect_downtime_score,aspect_downtime_mapped,aspect_downtime_mapped2,aspect_interaction,aspect_interaction_label,aspect_interaction_score,aspect_interaction_mapped,aspect_interaction_mapped2,aspect_bash the leader,aspect_bash the leader_label,aspect_bash the leader_score,aspect_bash the leader_mapped,aspect_bash the leader_mapped2,aspect_complicated,aspect_complicated_label,aspect_complicated_score,aspect_complicated_mapped,aspect_complicated_mapped2,aspect_complex,aspect_complex_label,aspect_complex_score,aspect_complex_mapped,aspect_complex_mapped2
59,AerynSoonerOrLater,10,"Loved by whole family, mostly for the trash talking❤️ Good Party game ",2223,en,"{'label': 'Negative', 'score': 0.6155683398246765}",Negative,0.6155683398246765,-1,-0.6155683398246765,"{'label': 'Negative', 'score': 0.7392179369926453}",Negative,0.7392179369926453,-1,-0.7392179369926453,"{'label': 'Negative', 'score': 0.6722286343574524}",Negative,0.6722286343574524,-1,-0.6722286343574524,"{'label': 'Negative', 'score': 0.6801770925521851}",Negative,0.6801770925521851,-1,-0.6801770925521851,"{'label': 'Negative', 'score': 0.9213573932647705}",Negative,0.9213573932647705,-1,-0.9213573932647705,"{'label': 'Negative', 'score': 0.7929075956344604}",Negative,0.7929075956344604,-1,-0.7929075956344604,"{'label': 'Negative', 'score': 0.7609171867370605}",Negative,0.7609171867370605,-1,-0.7609171867370605
60,aesthetocyst,7,"Fuhgawddsakes it's UNO! Played this all though my youth with family, esp. on camping trips. It's a standard, like cribbage. Then I discovered the blatant ripoff MAD: The Card Game, also at a young age ...",2223,en,"{'label': 'Neutral', 'score': 0.3634754419326782}",Neutral,0.3634754419326782,0,0.0,"{'label': 'Negative', 'score': 0.6023716926574707}",Negative,0.6023716926574707,-1,-0.6023716926574707,"{'label': 'Positive', 'score': 0.47273537516593933}",Positive,0.47273537516593933,1,0.47273537516593933,"{'label': 'Positive', 'score': 0.44746217131614685}",Positive,0.44746217131614685,1,0.44746217131614685,"{'label': 'Negative', 'score': 0.37849339842796326}",Negative,0.37849339842796326,-1,-0.37849339842796326,"{'label': 'Positive', 'score': 0.35625365376472473}",Positive,0.35625365376472473,1,0.35625365376472473,"{'label': 'Neutral', 'score': 0.37894535064697266}",Neutral,0.37894535064697266,0,0.0
61,aetwitch,2,It's about on the same level as watching paint dry.,2223,en,"{'label': 'Negative', 'score': 0.9327049255371094}",Negative,0.9327049255371094,-1,-0.9327049255371094,"{'label': 'Negative', 'score': 0.6066375970840454}",Negative,0.6066375970840454,-1,-0.6066375970840454,"{'label': 'Negative', 'score': 0.9192689657211304}",Negative,0.9192689657211304,-1,-0.9192689657211304,"{'label': 'Negative', 'score': 0.9425456523895264}",Negative,0.9425456523895264,-1,-0.9425456523895264,"{'label': 'Negative', 'score': 0.9263164401054382}",Negative,0.9263164401054382,-1,-0.9263164401054382,"{'label': 'Negative', 'score': 0.9701869487762451}",Negative,0.9701869487762451,-1,-0.9701869487762451,"{'label': 'Negative', 'score': 0.8886951804161072}",Negative,0.8886951804161072,-1,-0.8886951804161072
64,AFragnoliTroy20,10,Super fun game that is easy to play and is a great introduction to card games.,2223,en,"{'label': 'Neutral', 'score': 0.6038001179695129}",Neutral,0.6038001179695129,0,0.0,"{'label': 'Neutral', 'score': 0.8782695531845093}",Neutral,0.8782695531845093,0,0.0,"{'label': 'Positive', 'score': 0.72456955909729}",Positive,0.72456955909729,1,0.72456955909729,"{'label': 'Positive', 'score': 0.7958753108978271}",Positive,0.7958753108978271,1,0.7958753108978271,"{'label': 'Positive', 'score': 0.5614707469940186}",Positive,0.5614707469940186,1,0.5614707469940186,"{'label': 'Negative', 'score': 0.5784360766410828}",Negative,0.5784360766410828,-1,-0.5784360766410828,"{'label': 'Neutral', 'score': 0.590446949005127}",Neutral,0.590446949005127,0,0.0
65,afrey15,4,Alex Romoser Parents It is a variant of the traditional card game Crazy Eights.,2223,en,"{'label': 'Neutral', 'score': 0.941484808921814}",Neutral,0.941484808921814,0,0.0,"{'label': 'Neutral', 'score': 0.9946014881134033}",Neutral,0.9946014881134033,0,0.0,"{'label': 'Neutral', 'score': 0.9804080128669739}",Neutral,0.9804080128669739,0,0.0,"{'label': 'Neutral', 'score': 0.973422646522522}",Neutral,0.973422646522522,0,0.0,"{'label': 'Neutral', 'score': 0.8342164754867554}",Neutral,0.8342164754867554,0,0.0,"{'label': 'Neutral', 'score': 0.573022186756134}",Neutral,0.573022186756134,0,0.0,"{'label': 'Neutral', 'score': 0.9792519211769104}",Neutral,0.9792519211769104,0,0.0
67,Aftonkatt,2,Family take-that card game,2223,en,"{'label': 'Neutral', 'score': 0.9267714619636536}",Neutral,0.9267714619636536,0,0.0,"{'label': 'Neutral', 'score': 0.8795591592788696}",Neutral,0.8795591592788696,0,0.0,"{'label': 'Neutral', 'score': 0.7488420605659485}",Neutral,0.7488420605659485,0,0.0,"{'label': 'Neutral', 'score': 0.8794064521789551}",Neutral,0.8794064521789551,0,0.0,"{'label': 'Neutral', 'score': 0.49915575981140137}",Neutral,0.49915575981140137,0,0.0,"{'label': 'Negative', 'score': 0.8517661690711975}",Negative,0.8517661690711975,-1,-0.8517661690711975,"{'label': 'Neutral', 'score': 0.8401748538017273}",Neutral,0.8401748538017273,0,0.0
68,Agaetis,6,Great simple family favourite.  Gets played a lot as it is so simple.  Can't really rate it higher as there is not much actual game there but it comes to the table a lot.,2223,en,"{'label': 'Positive', 'score': 0.9368354082107544}",Positive,0.9368354082107544,1,0.9368354082107544,"{'label': 'Positive', 'score': 0.9041783809661865}",Positive,0.9041783809661865,1,0.9041783809661865,"{'label': 'Positive', 'score': 0.933087944984436}",Positive,0.933087944984436,1,0.933087944984436,"{'label': 'Positive', 'score': 0.9528654217720032}",Positive,0.9528654217720032,1,0.9528654217720032,"{'label': 'Positive', 'score': 0.9462159276008606}",Positive,0.9462159276008606,1,0.9462159276008606,"{'label': 'Positive', 'score': 0.6847173571586609}",Positive,0.6847173571586609,1,0.6847173571586609,"{'label': 'Positive', 'score': 0.6717796921730042}",Positive,0.6717796921730042,1,0.6717796921730042
70,AGargTroy22,8,The title of the game is UNO. It incorporates chance with strategy very well. The game is easy to follow and fairly simple.,2223,en,"{'label': 'Neutral', 'score': 0.6778348088264465}",Neutral,0.6778348088264465,0,0.0,"{'label': 'Positive', 'score': 0.6291778683662415}",Positive,0.6291778683662415,1,0.6291778683662415,"{'label': 'Positive', 'score': 0.7417543530464172}",Positive,0.7417543530464172,1,0.7417543530464172,"{'label': 'Positive', 'score': 0.9398033618927002}",Positive,0.9398033618927002,1,0.9398033618927002,"{'label': 'Neutral', 'score': 0.5415952801704407}",Neutral,0.5415952801704407,0,0.0,"{'label': 'Positive', 'score': 0.551752507686615}",Positive,0.551752507686615,1,0.551752507686615,"{'label': 'Positive', 'score': 0.6019533276557922}",Positive,0.6019533276557922,1,0.6019533276557922
71,Agataka,6,"Classic game, which somehow never gets old",2223,en,"{'label': 'Positive', 'score': 0.9646221399307251}",Positive,0.9646221399307251,1,0.9646221399307251,"{'label': 'Positive', 'score': 0.9570772647857666}",Positive,0.9570772647857666,1,0.9570772647857666,"{'label': 'Positive', 'score': 0.9758188128471375}",Positive,0.9758188128471375,1,0.9758188128471375,"{'label': 'Positive', 'score': 0.964324414730072}",Positive,0.964324414730072,1,0.964324414730072,"{'label': 'Positive', 'score': 0.9210799932479858}",Positive,0.9210799932479858,1,0.9210799932479858,"{'label': 'Positive', 'score': 0.9843452572822571}",Positive,0.9843452572822571,1,0.9843452572822571,"{'label': 'Positive', 'score': 0.9840091466903687}",Positive,0.9840091466903687,1,0.9840091466903687
72,Agent Minivann,6,"Decent simple card game.  It can be a lot of fun with some house rules.  I would rate it higher, but I'm burned out.",2223,en,"{'label': 'Positive', 'score': 0.6792377829551697}",Positive,0.6792377829551697,1,0.6792377829551697,"{'label': 'Neutral', 'score': 0.8425094485282898}",Neutral,0.8425094485282898,0,0.0,"{'label': 'Positive', 'score': 0.7018133401870728}",Positive,0.7018133401870728,1,0.7018133401870728,"{'label': 'Neutral', 'score': 0.48375725746154785}",Neutral,0.48375725746154785,0,0.0,"{'label': 'Positive', 'score': 0.7535107731819153}",Positive,0.7535107731819153,1,0.7535107731819153,"{'label': 'Negative', 'score': 0.8483953475952148}",Negative,0.8483953475952148,-1,-0.8483953475952148,"{'label': 'Negative', 'score': 0.42582613229751587}",Negative,0.42582613229751587,-1,-0.42582613229751587
73,agentjonz,4,2-10 pl. thrifted 11/05,2223,en,"{'label': 'Neutral', 'score': 0.9174669981002808}",Neutral,0.9174669981002808,0,0.0,"{'label': 'Neutral', 'score': 0.9753828048706055}",Neutral,0.9753828048706055,0,0.0,"{'label': 'Neutral', 'score': 0.9301823973655701}",Neutral,0.9301823973655701,0,0.0,"{'label': 'Neutral', 'score': 0.9541996717453003}",Neutral,0.9541996717453003,0,0.0,"{'label': 'Negative', 'score': 0.5281108021736145}",Negative,0.5281108021736145,-1,-0.5281108021736145,"{'label': 'Negative', 'score': 0.9159438610076904}",Negative,0.9159438610076904,-1,-0.9159438610076904,"{'label': 'Neutral', 'score': 0.9871305823326111}",Neutral,0.9871305823326111,0,0.0
74,AgentMeat,7,THE relaxing brainless Classic,2223,en,"{'label': 'Positive', 'score': 0.8199233412742615}",Positive,0.8199233412742615,1,0.8199233412742615,"{'label': 'Positive', 'score': 0.953008234500885}",Positive,0.953008234500885,1,0.953008234500885,"{'label': 'Positive', 'score': 0.9815810322761536}",Positive,0.9815810322761536,1,0.9815810322761536,"{'label': 'Positive', 'score': 0.8687033653259277}",Positive,0.8687033653259277,1,0.8687033653259277,"{'label': 'Negative', 'score': 0.7847893834114075}",Negative,0.7847893834114075,-1,-0.7847893834114075,"{'label': 'Positive', 'score': 0.5613008737564087}",Positive,0.5613008737564087,1,0.5613008737564087,"{'label': 'Positive', 'score': 0.9680091142654419}",Positive,0.9680091142654419,1,0.9680091142654419
75,AGENT_X,N/A,English Spanish Edition,2223,en,"{'label': 'Neutral', 'score': 0.9766555428504944}",Neutral,0.9766555428504944,0,0.0,"{'label': 'Neutral', 'score': 0.9578190445899963}",Neutral,0.9578190445899963,0,0.0,"{'label': 'Negative', 'score': 0.9526654481887817}",Negative,0.9526654481887817,-1,-0.9526654481887817,"{'label': 'Neutral', 'score': 0.7620809674263}",Neutral,0.7620809674263,0,0.0,"{'label': 'Negative', 'score': 0.9059100151062012}",Negative,0.9059100151062012,-1,-0.9059100151062012,"{'label': 'Negative', 'score': 0.9698043465614319}",Negative,0.9698043465614319,-1,-0.9698043465614319,"{'label': 'Negative', 'score': 0.6308817863464355}",Negative,0.6308817863464355,-1,-0.6308817863464355
76,aggiefanatic95,3.25,"Not really any strategy in this game, more just an activity to fill the time",2223,en,"{'label': 'Neutral', 'score': 0.7486932277679443}",Neutral,0.7486932277679443,0,0.0,"{'label': 'Neutral', 'score': 0.6424882411956787}",Neutral,0.6424882411956787,0,0.0,"{'label': 'Neutral', 'score': 0.7079328894615173}",Neutral,0.7079328894615173,0,0.0,"{'label': 'Neutral', 'score': 0.6827315092086792}",Neutral,0.6827315092086792,0,0.0,"{'label': 'Neutral', 'score': 0.6629087328910828}",Neutral,0.6629087328910828,0,0.0,"{'label': 'Negative', 'score': 0.6594938635826111}",Negative,0.6594938635826111,-1,-0.6594938635826111,"{'label': 'Negative', 'score': 0.46279793977737427}",Negative,0.46279793977737427,-1,-0.46279793977737427
79,agrognard,5,Good for when you have non-gamers and want to play a multi-player game.,2223,en,"{'label': 'Positive', 'score': 0.6193367838859558}",Positive,0.6193367838859558,1,0.6193367838859558,"{'label': 'Neutral', 'score': 0.7750373482704163}",Neutral,0.7750373482704163,0,0.0,"{'label': 'Positive', 'score': 0.8397941589355469}",Positive,0.8397941589355469,1,0.8397941589355469,"{'label': 'Positive', 'score': 0.9471035599708557}",Positive,0.9471035599708557,1,0.9471035599708557,"{'label': 'Neutral', 'score': 0.5622029304504395}",Neutral,0.5622029304504395,0,0.0,"{'label': 'Negative', 'score': 0.9572527408599854}",Negative,0.9572527408599854,-1,-0.9572527408599854,"{'label': 'Negative', 'score': 0.7110845446586609}",Negative,0.7110845446586609,-1,-0.7110845446586609
80,Agropyron,4,"OK, but there are far better and more interesting fillers.",2223,en,"{'label': 'Negative', 'score': 0.63251793384552}",Negative,0.63251793384552,-1,-0.63251793384552,"{'label': 'Neutral', 'score': 0.8547499179840088}",Neutral,0.8547499179840088,0,0.0,"{'label': 'Negative', 'score': 0.6916453838348389}",Negative,0.6916453838348389,-1,-0.6916453838348389,"{'label': 'Neutral', 'score': 0.8462580442428589}",Neutral,0.8462580442428589,0,0.0,"{'label': 'Negative', 'score': 0.6763349175453186}",Negative,0.6763349175453186,-1,-0.6763349175453186,"{'label': 'Negative', 'score': 0.9272600412368774}",Negative,0.9272600412368774,-1,-0.9272600412368774,"{'label': 'Neutral', 'score': 0.5857805609703064}",Neutral,0.5857805609703064,0,0.0
81,ahorn,6,A good and mean enough card game. Always good when you want to play a game that doesn't challenge too much.,2223,en,"{'label': 'Neutral', 'score': 0.5325164198875427}",Neutral,0.5325164198875427,0,0.0,"{'label': 'Neutral', 'score': 0.8647411465644836}",Neutral,0.8647411465644836,0,0.0,"{'label': 'Positive', 'score': 0.5170665383338928}",Positive,0.5170665383338928,1,0.5170665383338928,"{'label': 'Neutral', 'score': 0.5466113090515137}",Neutral,0.5466113090515137,0,0.0,"{'label': 'Neutral', 'score': 0.6546278595924377}",Neutral,0.6546278595924377,0,0.0,"{'label': 'Negative', 'score': 0.6178897023200989}",Negative,0.6178897023200989,-1,-0.6178897023200989,"{'label': 'Neutral', 'score': 0.8150177597999573}",Neutral,0.8150177597999573,0,0.0
82,ahtitan,8,A classic. 'Nuff said.,2223,en,"{'label': 'Neutral', 'score': 0.7249982357025146}",Neutral,0.7249982357025146,0,0.0,"{'label': 'Neutral', 'score': 0.9528620839118958}",Neutral,0.9528620839118958,0,0.0,"{'label': 'Neutral', 'score': 0.6983487010002136}",Neutral,0.6983487010002136,0,0.0,"{'label': 'Neutral', 'score': 0.9180755019187927}",Neutral,0.9180755019187927,0,0.0,"{'label': 'Negative', 'score': 0.5388736724853516}",Negative,0.5388736724853516,-1,-0.5388736724853516,"{'label': 'Negative', 'score': 0.8161821365356445}",Negative,0.8161821365356445,-1,-0.8161821365356445,"{'label': 'Negative', 'score': 0.4999186396598816}",Negative,0.4999186396598816,-1,-0.4999186396598816
83,ahwood23,5,"Haven't played in forever, but I do remember this being better if you add in some house rules.",2223,en,"{'label': 'Neutral', 'score': 0.751125693321228}",Neutral,0.751125693321228,0,0.0,"{'label': 'Neutral', 'score': 0.9601191282272339}",Neutral,0.9601191282272339,0,0.0,"{'label': 'Neutral', 'score': 0.6247565746307373}",Neutral,0.6247565746307373,0,0.0,"{'label': 'Neutral', 'score': 0.8177803158760071}",Neutral,0.8177803158760071,0,0.0,"{'label': 'Neutral', 'score': 0.5683688521385193}",Neutral,0.5683688521385193,0,0.0,"{'label': 'Negative', 'score': 0.6792014241218567}",Negative,0.6792014241218567,-1,-0.6792014241218567,"{'label': 'Neutral', 'score': 0.9356092810630798}",Neutral,0.9356092810630798,0,0.0
84,Aicardimom,5,classic. always fun. not one of joel's favorites,2223,en,"{'label': 'Positive', 'score': 0.9855871200561523}",Positive,0.9855871200561523,1,0.9855871200561523,"{'label': 'Positive', 'score': 0.9012132287025452}",Positive,0.9012132287025452,1,0.9012132287025452,"{'label': 'Positive', 'score': 0.9845069050788879}",Positive,0.9845069050788879,1,0.9845069050788879,"{'label': 'Positive', 'score': 0.9824161529541016}",Positive,0.9824161529541016,1,0.9824161529541016,"{'label': 'Positive', 'score': 0.9788295030593872}",Positive,0.9788295030593872,1,0.9788295030593872,"{'label': 'Positive', 'score': 0.9680982232093811}",Positive,0.9680982232093811,1,0.9680982232093811,"{'label': 'Positive', 'score': 0.9732267260551453}",Positive,0.9732267260551453,1,0.9732267260551453
87,airjudden,4,"Of all the games I play with my children, this is one of the better ones, compared to its peers (Old Maid, Go Fish).  The games can be quick or painfully long, and yeah, it sucks shuffling the deck so that you don't turn over, say 5 reds in a row, but as far as the game play, it's not that bad, so long as you have the right company.",2223,en,"{'label': 'Negative', 'score': 0.42854779958724976}",Negative,0.42854779958724976,-1,-0.42854779958724976,"{'label': 'Neutral', 'score': 0.4280908405780792}",Neutral,0.4280908405780792,0,0.0,"{'label': 'Negative', 'score': 0.5282638072967529}",Negative,0.5282638072967529,-1,-0.5282638072967529,"{'label': 'Negative', 'score': 0.4595626890659332}",Negative,0.4595626890659332,-1,-0.4595626890659332,"{'label': 'Negative', 'score': 0.583726704120636}",Negative,0.583726704120636,-1,-0.583726704120636,"{'label': 'Negative', 'score': 0.8627074956893921}",Negative,0.8627074956893921,-1,-0.8627074956893921,"{'label': 'Negative', 'score': 0.7768029570579529}",Negative,0.7768029570579529,-1,-0.7768029570579529
88,airship51,N/A,Stored in Burn in Hell box,2223,en,"{'label': 'Negative', 'score': 0.8341604471206665}",Negative,0.8341604471206665,-1,-0.8341604471206665,"{'label': 'Negative', 'score': 0.724945604801178}",Negative,0.724945604801178,-1,-0.724945604801178,"{'label': 'Negative', 'score': 0.800032377243042}",Negative,0.800032377243042,-1,-0.800032377243042,"{'label': 'Negative', 'score': 0.7431437969207764}",Negative,0.7431437969207764,-1,-0.7431437969207764,"{'label': 'Negative', 'score': 0.7397191524505615}",Negative,0.7397191524505615,-1,-0.7397191524505615,"{'label': 'Negative', 'score': 0.8118025064468384}",Negative,0.8118025064468384,-1,-0.8118025064468384,"{'label': 'Negative', 'score': 0.7171316146850586}",Negative,0.7171316146850586,-1,-0.7171316146850586
89,airwaves07,N/A,2-10 Players. 30 minute playing time.,2223,en,"{'label': 'Neutral', 'score': 0.9669923186302185}",Neutral,0.9669923186302185,0,0.0,"{'label': 'Neutral', 'score': 0.977306067943573}",Neutral,0.977306067943573,0,0.0,"{'label': 'Neutral', 'score': 0.8986702561378479}",Neutral,0.8986702561378479,0,0.0,"{'label': 'Neutral', 'score': 0.9779158234596252}",Neutral,0.9779158234596252,0,0.0,"{'label': 'Neutral', 'score': 0.8765751123428345}",Neutral,0.8765751123428345,0,0.0,"{'label': 'Negative', 'score': 0.5912790894508362}",Negative,0.5912790894508362,-1,-0.5912790894508362,"{'label': 'Neutral', 'score': 0.9781241416931152}",Neutral,0.9781241416931152,0,0.0
90,aivislisovskis,2,Is there any choices?,2223,en,"{'label': 'Neutral', 'score': 0.9756314754486084}",Neutral,0.9756314754486084,0,0.0,"{'label': 'Neutral', 'score': 0.9932959675788879}",Neutral,0.9932959675788879,0,0.0,"{'label': 'Neutral', 'score': 0.9705345630645752}",Neutral,0.9705345630645752,0,0.0,"{'label': 'Neutral', 'score': 0.9834330081939697}",Neutral,0.9834330081939697,0,0.0,"{'label': 'Negative', 'score': 0.7266926765441895}",Negative,0.7266926765441895,-1,-0.7266926765441895,"{'label': 'Negative', 'score': 0.8979769349098206}",Negative,0.8979769349098206,-1,-0.8979769349098206,"{'label': 'Neutral', 'score': 0.8796796202659607}",Neutral,0.8796796202659607,0,0.0
