,username,rating,value,boardgame_id
289,ASaradaTroy21,9,"Uno is a game where the player must try to get rid of their cards while the other players try to sabotage them. A card can be placed as long as it has the same color or number as the last card played. There are also power cards that a player can receive and use to sabotage others. For example, there is a certain card called the draw 4 card which forces the next player to draw 4 cards unless they have another draw 4 that can stack. This is a really fun mechanic as there aren't many other card games out there that allow players to team up. Overall, I really enjoy playing Uno as every decision you make has an impact that lasts for the rest of the game, and the way the cards are randomized at the beginning doesn't give experienced players too much of an advantage.",2223
290,Asbel,N/A,"This is The Simpsons UNO - Springfield Collectors edition. Includes ""Great Scott!"" cards (featuring Groundskeeper Willie), which allows the player to pick another player and give 2 cards from their hand to the selected player.",2223
291,AscentHimalayasCard,N/A,Classic game. Fun for a bit,2223
292,asevenson,5,Another family game that passes the time and can be a good time in small doses with the right group - gets boring pretty quickly though.,2223
293,AsGSnak,5,Very fun game to play with friends.,2223
294,Ashavan,7,Intro: Esther Klassen,2223
295,ashleyns271,N/A,2,2223
296,AshleysPub,N/A,Checked 11/28/23,2223
297,AshleysPub,N/A,Checked 11/28/23,2223
298,Ashton,4,"Can't go too wrong with UNO. It's also pretty easy to use a normal deck (decide which face cards are which special cards, etc.) ",2223
299,asketes,7.3,"UNO rules, duh",2223
300,Asmoridin,4,Way too simple to really be enjoyable for my refined 'gamer-tastes'.,2223
301,Asperamanca,3,Better to use the variant described here: http://www.boardgamegeek.com/thread/100647,2223
302,assmatt,N/A,In card game organizer,2223
303,asta,3,Should be called Oh No! Why play this when you can play other better games with a standard pack of cards?,2223
304,Astabeth,N/A,Box 4,2223
305,Asteyar,6,Don't know wich version I have.,2223
306,astroglide,4,"long time since i've played this one.  i don't remember the rules, but i think i know it well enough for this to be a reasonable rating.",2223
307,Astronica,6,"If you want to just casually pass the time, UNO is a game that everybody knows and will play. No real depth to the game but passes the time pleasantly as long as you don't take it seriously.",2223
308,AStroud,8,A classic party game.,2223
309,Aszalyn,6.2,"One of the pioneers of the genre, way too old now...",2223
310,ataniker,3,Sleeved-,2223
311,Athaldor,6,"Someone of your family suggests UNO, but noone actually knows the rules and you are playing anything but not the game how its meant to be played.",2223
312,Athena,4,Liked it as a kid.,2223
313,AthenaDog,8,2-10 Players,2223
314,ATorrestroy20,N/A,there is lots of different version. its a good game to play when youre bored. There is lots of rules that take not much time to learn,2223
315,Atotalnutt,6,This is basically the Jurassic Park Dinosaur Escape game without dinosaurs.,2223
316,attackofmilk,4,"==2021/10/23== I have enjoyed playing UNO for the first time in my life.  I had a generally positive group of people who just wanted to sit around a table and throw some cards around.  UNO was the right game for this table.  I need a game for this use in my collection, but I'd rather not use UNO for it.  ==2019/01/05== Gave away to my Romanian neighbor Elena, for use in her classroom.  ==2018/11/06== I have now played this game with adults.  It's bad.  ==2018/07/24== UNO is a great ""game zero"" to teach children how to sit down at a table, listen to a rules explanation, and wait for their turn.  However, I do NOT want to play this with adults.  ==2018/02/11== No meaningful choices.  The most interesting part of the game is remembering to say ""Uno"".",2223
317,atticspacewanted,5.25,Fun Party game with the kids.,2223
318,ATURN,6,"Great still for younger people, or older people who want to play with younger people.",2223
319,atwong,6,It's all about luck of the cards... not much with it.  Get all your cards out of your hand.,2223
320,aubrix,2,extremely random and takes too long but is a fun activity for the first few minutes.,2223
321,Audacon,3,"A traumatic experience as a kid involving being caught outside with a loose deck of Uno cards and a several tornados roaring a few miles away has left a less favorable taste for this game than it might deserve.  It was played often as a child, but refuses to make an appearance on the table since the storm.  Has a bit of a take that feel at times.  Plays best indoors and without high winds.  [GTI Code: AGCL]",2223
322,auggievf,N/A,Matilda,2223
323,auggievf,N/A,Matilda - Minimalist version,2223
324,aurelio,4,Está bien con un buen grupo y bastante alcohol.,2223
325,AuroraAdventus,6,I mean it's a classic.,2223
326,Aussie550,7,"Good game for some fast and furious fun. Our for and a half year old was introduced to this Jan 14 and after a couple of plays with hand exposed so he could get help, he was remembering the various card powers and was killing himself laughing. Looks like I will have to get a copy for home.",2223
327,authentic,3,"Fine if it's played with house rules, but players just make no decisions and it requires no skill.",2223
328,AutoGrifo,N/A,"Uno, duo, truno!  ;)",2223
329,AutumnFall,5,Would rather play other things.,2223
330,Avatar_69,6,"This is a good beginners game. The nice thing about it is that the cards are useful for playing other games, like colour snap with a three year old and number snap with a four year old. Just pull all the draw, wild, reverse and skip cards out first :-)",2223
331,avct,N/A,Troy Lee,2223
332,avct,N/A,Troy Lee,2223
333,averageonagoodday,N/A,2-8 (4-6) Player,2223
334,Avid_Equinox,5,"It can sit a wide variety of players, can accommodate almost anyone, is simple to teach and quick to play.  It isn't the most enjoyable game, however.",2223
335,avngr,6,anniversary edition,2223
336,awayf,N/A,Laminated,2223
337,awbm8d,6,Played too many times to count when growing up. Prefer the special rules for 2's and 7's.,2223
338,AWES1,5,Favourite when the children younger,2223
339,Awfki,7,"We played a lot of UNO on the midnight shift in the Army. Always with about 4 decks mixed together and stacking of draw cards. It really sucked when the draw-2s went all the way around the six person table, twice, and came back to you.",2223
340,awortman,N/A,"2-10 players, 30 minutes, card game",2223
341,awpeanut,5,Easy game to play and not think.,2223
342,Awstraw,7,X,2223
343,axiombee,4,I will inevitably play this many times in the future. Even if I don't want to.,2223
344,ayedub,4,Yet another game I could use to love and now...meh.  You can't go home again.,2223
345,AZBobbi,N/A,vera and ophelia,2223
346,AztekPermi,N/A,UNO: The Legend of Zelda ,2223
347,AzureJaye,7,Good for all ages. Has occupied many a child that has been at my house.,2223
348,Azurith,6.7,Speed Racer Edition!,2223
349,azycat,10,grossly underrated,2223
350,A_dot_A,5,2-10 players 4+ preferred Owned,2223
351,b0ardgamer,2,Hate this.,2223
352,B12ain,7,A classic for a reason ,2223
353,B4MBY,7,i feel like this is the game i have played the most ,2223
354,b5mith,2,bores me to tears.,2223
355,Baartoszz,2,"I've go a perfect idea. Let's take Crazy Eights, throw out everything that can be interesting (even though there wasn't much) and add irrational scoring system. Won't it be a perfect game?! No...",2223
356,baba44713,5,"Although the basic game kinda sucks, I find UNO to be great fun when playing the ""lightning"" variant with a larger group of people. Can be used to teach numbers and colors to kids, too. All in all, hate it as much as you want, but with some groups sometimes UNO is exactly what hits the spot.",2223
357,Babbler,4,Maybe if I learned it as child I would have fonder memories of it.,2223
358,bacchus761978,N/A,Spiel der Kinder,2223
359,bacco,5,nice to be played with children,2223
360,bacusgod,3,"A once great game that became tedious after all these years. It could be a good buy for someone who lives in Mars and haven't played it yet, though.",2223
361,badgeguy,5.5,Oh please.  You can't tell me that you don't own at least one version of Uno and have never played someone else's copy.  It's uno.,2223
362,BadgerGatan,4.4,Enjoyment: 11/20 Theme & Aesthetic: 3/10 Upkeep: 6/10 Mechanical Elegance: 4/10 Longevity: 3/10 Tension: 6/10 Components: 5/10 Agency: 2/10 Balance: 4/10  Total Score: 4.4/10,2223
363,badounejr,6,This one hits me right in the nostalgia gut.  Reminds me of good times as a kid playing with my late aunt.,2223
364,BadPritt,4,Played via App,2223
365,Baen0,N/A,2-10,2223
366,BaGo0oR,3,"Mayday Card Game (63,5 мм х 88 мм)",2223
367,BagpipeDan,7,"Mario, Minecraft",2223
368,balawen,6,not fun for two but it was ok for four to play with some penalty and rewards for winner and loser after a couple of games.,2223
369,Baldboy_1,4,Crazy 8&#039;s anyone? ,2223
370,Baldonetoo,6,Party,2223
371,Baldur12c,6,Standort: Düsseldorf,2223
372,balijan2,3,"Nem emlékszem, miben különbözik a Solo-tól, pedig mindkettővel sokat játszottam régen. --- A különbség most sem világos, miután elővettük a játékot újra:) A szabálytól kicsit eltértünk (úgy játszottuk, hogy azonos lapot soron kívül is bele lehet tenni). A szabályban szereplő 500 pont irreálisan soknak tűnik, nálunk több menetben is 10 alatti pontszámot írtak a vesztesek. Így simán eltarthat órákig is egy teljes játék, ennyi időt pedig sajnálok rá...  Egyébként abszolút partijáték, durva nagy szerencsefaktorral, max. olyanokkal játszanám, akik komolyabbra nem kaphatók.",2223
373,baloghn,N/A,UNO :D,2223
374,baltruce,6.2,"Easy card game. With the right kind of company and some alcohol at hand, nice laid-back way to spend some time",2223
375,BaluMG,6,don't remember... :(,2223
376,balver,N/A,actually it's Mattel multilingual edition 2016 (Czech/Hungarian/Polish/Russian/Slovak),2223
377,balzi,7,Played this while waiting for our first child to be born. That takes it from a 6 to a 7 after the +1 sentimental bonus!,2223
378,banannery,6,2–10 players; best with 4–6. It turns out I have the travel version with the little tiny cards…sigh,2223
379,bandersnatch2,7,Nils,2223
380,Bandit Ripshawd,6,"Much better with Dirty Uno variant.  But, it is a classic!",2223
381,Bankler,5,A kid's card game that takes too long for what it is. Rating -- Avoid,2223
382,Barad_the_dwarf,7,A classic that stays fun.,2223
383,barbarigo,10,"Perfect for playing with kids and the whole family. Can even be played after a few beers. Although you start forgetting to say ""UNO"" then. Very funny little game. ",2223
384,bard,6,"We usually play the variant Speed Uno, which allows for playing out of turn and switching hands with someone else.  Makes a relatively boring game a little more exciting.",2223
